,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
947,1035,0,7320,235,20,1351,535,1078,1315,1958,2413,733582,979839,9,21199,1120,3586,567337,90.42,4765,607977143,RenamedUser_72702979,"396,02"
948,14844,114,83784,215,135,1404,3068,8358,9407,26589,17900,3579768,8007145,7,170591,6801,2432,3845751,129.75,48565,533354879,jcbab,"318,56"
949,3216,0,13595,214,41,1690,622,1574,1790,5375,3405,657548,1198854,7,27805,1668,1959,729414,86.14,883,637469003,sanekgroza,"331,75"
950,869,0,2959,231,15,1233,226,540,592,1160,1147,303501,502730,6,6899,576,1793,264946,226.39,87,637386761,RenamedUser_3597696,"475,89"
951,631,0,4908,130,10,785,119,464,581,998,1055,71868,245585,4,19778,250,1232,136656,56.96,2130,629510383,2004_Dimon_2015,"38,13"
952,1637,164,7453,270,23,1605,483,1135,1269,3493,2427,647540,1138724,6,17526,1030,2478,655203,101.94,4512,520977700,ekinbaha,"374,78"
953,1222,0,3104,135,6,922,251,708,900,1098,1614,87808,389398,4,8072,277,815,217824,62.85,1653,531800836,XxDZIonEKxX,"41,20"
954,446,0,4717,166,11,856,251,467,544,1523,1022,125560,285785,4,12027,334,1000,169875,64.87,2140,621443744,andrey_marusik,"157,92"
955,7345,341,27576,516,66,2436,1223,2509,2252,4882,4827,4444231,4226927,8,42654,4268,5131,2489299,378.55,18630,523649961,gvozdodyor,"1448,28"
956,20569,906,178283,581,553,2148,9862,16275,17029,16799,33857,29970298,30034728,8,307018,27824,5634,19675762,308.06,70544,500374630,jar100,"1086,52"
957,20192,743,95964,377,351,2168,4046,11330,12427,20899,24108,14322533,25794976,7,169338,11148,6229,9077734,299.06,51287,610152550,MOSKA_zashhitnik,"601,69"
958,2806,0,23178,225,55,1811,1628,2910,3365,7122,6330,1968704,2802903,7,53163,3647,2953,1427317,106.37,15419,513945113,Toli_dageto,"451,88"
959,76193,1977,402419,777,619,2736,17355,30592,26765,10699,57976,102402410,77111496,10,578430,57194,8602,45042749,559.81,291710,533460261,sugnaag,"2002,92"
960,580,0,1651,133,10,649,111,265,286,1081,561,48283,97903,4,4711,193,11,74509,102.6,1,502367464,domi500,"146,77"
961,6142,0,27355,295,65,1633,1251,3186,3146,5396,6397,2920562,4365464,8,38838,3850,3503,1889253,198.99,5562,505612452,figursio1,"721,76"
962,258,6,3394,136,18,984,246,423,501,1262,942,87287,204990,5,9404,301,937,128351,51.81,1504,505744091,sandesko,"74,53"
963,637,140,5024,263,6,1541,169,384,419,374,809,255041,292816,7,10294,437,2011,212756,129.82,2800,635573609,Mars3781,"594,47"
964,11783,0,52252,316,157,1773,2247,5328,5387,17594,10872,4784253,6087991,8,85446,6684,3654,3433148,159.79,8201,600387091,SatelliteBridget,"763,19"
965,765,0,4072,182,11,1336,239,664,822,1497,1497,211840,623347,9,7466,469,1500,272686,73.49,2340,546630943,garsija_2017,"148,19"
966,15887,206,86146,492,146,2529,3961,7475,6905,9615,14526,15894804,13869706,8,128214,12937,8174,7151019,353.82,60816,508346783,janek565,"1586,65"
968,1862,9,9173,296,15,1497,495,1178,1250,3433,2443,1013659,1555795,9,15201,1223,4230,722485,161.36,6111,621564898,hipster1310,"632,56"
969,1749,0,9164,180,11,1367,352,1149,1229,1524,2389,290032,785174,8,18665,734,1404,429958,75.86,4980,513298397,borral,"140,49"
970,1019,0,2465,204,13,826,134,373,369,1682,755,140648,204433,5,5323,347,1334,154320,162.53,580,508447910,Kantjil,"453,02"
971,8934,14,40931,293,91,1746,1637,4899,5437,3346,10427,3465783,6661083,7,77455,4101,3398,3057213,227.3,25412,605139368,daza1983,"534,66"
972,4034,294,34286,454,97,1869,1791,3015,2934,5675,6046,3958272,4566686,9,70199,4229,3990,2743631,256.94,20517,636164816,BRANDERBURG_88,"974,44"
974,538,10,5312,183,9,1274,308,609,808,884,1426,225495,568328,4,11305,409,1742,260988,80.72,2781,550423356,JessicaStark02,"173,16"
975,1780,0,6874,247,30,1444,342,1007,1107,2599,2144,602973,940867,6,11702,1035,2693,529256,119.49,4803,601023693,Persona_kg,"510,17"
976,3360,0,12782,290,22,2099,792,1820,1887,4334,3729,1305441,2384692,7,21872,1687,3177,1080912,198.2,8529,548274023,mrka_pacovcara,"513,19"
977,5374,0,36123,209,73,1390,1323,3211,3425,11969,6709,1653139,2223829,7,73448,3653,2089,1399544,122.45,6610,500810312,mars931,"543,57"
978,7655,105,58142,803,111,2585,2429,4078,3538,10866,7727,13573387,10078347,9,80698,8602,8253,6206902,466.26,41277,629381279,Hunter_strelok_80,"2024,28"
979,515,0,6157,714,20,2216,386,468,486,725,974,1190808,953767,7,9051,1012,5063,695767,271.47,4173,617982513,m0ck3r,"1590,34"
980,702,0,4677,265,13,1230,272,508,551,2650,1072,293766,456650,5,9129,521,2774,283999,129.06,1349,503812011,Psychosocial666,"485,73"
981,1465,493,9498,366,45,1904,660,1235,1400,1689,2680,1343484,1641966,6,20081,1550,3260,981241,143.7,4742,618290042,alex225_winner,"699,05"
982,3944,64,29318,443,90,2801,1685,3347,3809,5590,7246,4686547,6187476,9,57247,4741,5905,3208930,161.36,18897,524429939,TOkiller03,"752,06"
984,2401,0,13482,324,46,1886,620,1507,1937,3021,3490,1505995,3036414,6,24815,1282,4421,1131814,240.37,4758,502797123,shortymen6,"440,98"
985,837,0,4619,152,19,694,307,634,631,906,1284,133657,259238,4,9777,440,569,195016,86.77,193,501503824,fallout__2006,"203,06"
986,2703,340,20920,347,64,1758,928,2183,2647,4839,4894,2372248,4013755,6,34121,2058,4514,1697093,168.97,11926,569820857,egzorcysta300,"557,30"
987,237,0,1551,163,4,712,92,257,265,480,526,50107,142097,3,3765,146,764,85644,70.52,894,625590886,RenamedUser_23071432,"90,51"
988,4726,569,24734,438,85,2000,2103,3529,4271,7475,7885,4863277,7749044,7,39164,3631,4946,3457203,244.24,15963,527342181,rantanplan12081980,"537,35"
989,21562,15,92423,504,168,2716,4401,9727,10099,16953,19994,19464201,19447432,10,149821,14986,7363,10069006,320.72,69124,518324188,alexkandel94,"1206,57"
990,25880,1232,122766,393,211,2271,7307,13147,13266,47422,26624,18513570,20394150,7,219377,17967,5894,10465816,292.07,84154,625927387,kosta___77,"984,54"
991,4736,151,24994,390,86,1817,1527,3317,3921,8475,7324,3701247,6580678,6,41148,3090,4597,2854164,213.01,15172,543324989,Dimac_,"501,88"
992,2741,63,21478,400,49,1848,1019,1981,2035,4503,4065,2472919,3182699,11,37341,2714,4026,1626867,280.99,8079,502581319,SHeik123,"861,37"
993,5306,5,32793,295,109,1641,1662,3340,3692,5064,7141,2684697,4868580,6,84575,3131,3243,2108732,229.28,19107,655568786,Leha_kulih_65296072,"500,35"
994,2676,0,26143,422,44,1689,1330,1976,2175,11802,4195,2722198,3999274,6,47516,2573,3754,1769426,264.49,17020,516639556,Lielnune,"815,42"
995,829,0,4720,139,11,621,93,406,490,587,907,55245,216236,3,17116,183,632,126244,68.09,1839,605441537,RenamedUser_39340172,"40,81"
997,4392,0,29321,237,59,1480,1632,3786,4484,15967,8329,2002135,5077625,6,69352,2827,2141,1976035,112.83,16932,516315511,lado149,"255,83"
998,20407,196,112133,644,196,2482,5294,9608,7941,21477,17745,20691156,16426351,8,157951,17644,7446,11425112,420.09,60181,502208526,Zielsko31,"1735,42"
999,99658,857,512603,801,613,3203,19761,30656,18052,32243,49321,94356074,46852076,12,697746,74948,9654,39521379,692.85,230887,598231791,TrueOld,"3518,65"
1000,22183,566,66932,575,210,2426,2899,7049,6956,11279,14215,12947060,14558434,8,93139,8709,6229,8169008,514.09,50969,583969054,wegdra2021,"1115,41"
1001,14356,208,67225,320,123,2270,3292,7616,8087,21031,15826,8345190,10049668,9,118492,9397,4933,5060476,184.34,44805,626638807,701r,"799,64"
1002,60989,5619,209900,448,1010,2285,17756,30438,30247,62846,61695,59125341,45653014,9,357665,44851,6498,27639639,296.19,89337,596901868,fiatmulke,"1184,50"
1004,2366,46,11449,475,38,3078,268,993,1029,2205,2060,1253599,1997396,7,16651,1190,3940,978896,206.32,8107,582691332,x_X_MisterTerrific_X_x,"870,10"
1005,10236,249,42762,522,105,2061,1816,4713,5293,5794,10111,8084929,10667677,7,66710,5838,6030,5277213,368.81,22740,595942695,snaiper0208,"881,86"
1006,2913,136,22588,471,37,1989,1209,2328,2476,2885,4841,2934378,3365157,6,43005,2974,9157,2279748,196.7,13063,506968468,kandorial,"829,20"
1007,5713,0,47160,412,102,1826,2436,3873,3897,13017,7872,4971953,6670447,7,72419,5609,3823,3239793,247.19,22009,506268755,d13s6,"869,63"
1008,393,0,1770,199,3,1616,104,288,410,836,701,98405,233294,7,3541,184,1287,139602,96.12,1188,596260310,Zenka_Lukishin,"112,87"
1009,587,0,4807,478,9,2093,138,275,243,539,527,294508,351906,7,7299,352,3293,252101,172.25,3081,675682659,_Ilushka,"1197,11"
1010,531,0,2398,191,5,928,94,288,319,539,612,107985,248799,4,5168,237,2073,116783,109.19,1364,508507318,drakthoul,"287,57"
1011,3669,65,20889,369,38,2113,880,1879,2030,4589,3947,1696881,2616184,8,38768,1913,3257,1458025,257.75,9750,506056057,RomoSlingshot,"611,86"
1012,1972,2,13001,291,31,1791,653,1292,1344,3339,2667,1341282,1350828,7,24141,1964,3802,775462,152.59,1257,596128197,RenamedUser_11052172,"960,95"
1013,265,0,2169,206,8,1182,168,288,360,423,656,157875,211398,4,4334,342,2000,135163,87.43,1483,608992337,RenamedUser_81876750,"311,56"
1014,10550,4423,59304,373,219,1800,4813,8335,8529,6795,17083,11179235,9260014,7,133278,10261,4803,6367179,181.12,38534,594712596,Android333xXx,"909,63"
1015,2961,62,23571,579,45,1947,1338,2186,2570,5722,4801,4722935,6448915,8,34175,3031,5606,2780400,324.81,14242,532464915,greiti26,"867,76"
1016,406,216,2799,335,20,1701,231,426,557,645,1003,361156,458795,5,6302,449,3035,336216,98.2,1573,512399269,Kryckragnar,"413,58"
1017,1411,102,10510,251,32,1770,417,1132,1371,1721,2535,625724,1345993,5,30003,922,4081,635527,111.17,5787,596518588,markpilot_100149580,"311,76"
1018,11863,70,58037,557,174,2460,1911,5260,5363,5530,10797,11867276,14300640,7,85412,6888,7036,6011707,359.74,39044,595600263,The_Best_restle,"1172,28"
1019,3161,0,19336,569,22,1959,744,1523,1337,893,2882,3273322,3245634,9,26768,2298,6862,1638854,415.17,13590,542711971,BamBooZling,"1556,46"
1020,1482,0,10351,202,62,1410,814,1388,1507,5405,2957,488338,744773,6,35886,1736,0,597550,0.0,0,502787236,gruben,"321,34"
1021,1465,0,7618,136,22,910,470,1292,1549,1987,2863,167662,813220,4,46829,471,1222,389881,65.32,3546,511092565,nikolakarev,"50,59"
1022,1117,0,7414,92,64,948,716,1254,1539,3119,2857,88639,424639,4,32006,385,616,263920,40.43,1214,509415040,Mike006,"32,65"
1023,2277,0,9614,262,17,1636,355,1281,1337,2255,2635,818735,1515656,7,17802,1298,2795,689381,140.1,6339,628648222,magic0107,"494,45"
1024,275,101,2496,535,6,1755,152,286,269,938,561,359736,407767,7,4191,383,3377,299905,174.54,1437,636879904,boooodfdgoodfuvkyou,"911,47"
1025,18614,3882,64523,370,183,1820,5118,11042,12513,17186,23738,14233204,19858052,9,126305,12320,5812,8790542,221.08,37862,535013293,DijitalManyak,"585,82"
1026,10691,51,73406,714,84,2527,3515,5709,5180,8438,10973,13962833,11202271,7,98012,10226,7659,7834771,361.84,53948,505721081,meridianin1,"1667,71"
1027,7961,266,39416,372,90,2085,1687,4308,4912,11496,9310,3481397,7139935,7,72735,3552,4131,3462429,218.25,19443,501874627,majek74,"441,28"
1028,44472,83,329587,644,736,2881,14302,27265,28419,51700,56420,76287916,72706158,9,469529,47958,9356,36326243,370.41,152701,501383458,grzesd1,"1388,79"
1029,383,0,752,96,8,433,79,224,284,349,516,23438,87375,4,3493,82,102,49647,0.0,2,509569608,Anubis185,"29,59"
1030,244,0,2046,137,11,621,109,232,259,633,502,37807,98278,4,4390,152,551,68919,50.95,1087,629981372,RenamedUser_36539856,"74,47"
1031,3250,0,23114,402,84,1974,1240,2573,2790,4750,5447,3755580,4623860,8,39687,2968,5877,2189612,217.88,13076,512312890,VadimMessi,"775,16"
1032,24748,2,132119,584,215,2272,5272,9779,8624,11412,18618,18128662,15382978,10,196180,17837,6662,10877928,467.4,38000,500675051,Blinder_Hund,"1627,52"
1033,30210,330,162340,602,326,2355,8226,16048,15938,21573,32312,39340137,33962104,9,275208,27025,7825,19452743,335.95,116984,514115922,petrey,"1377,45"
1034,2334,0,26543,418,65,2338,1160,1481,1354,7214,2900,2031718,1316588,10,46174,3289,4176,1212913,217.95,1984,510609979,Fastidious,"1577,44"
1035,5102,0,32241,243,65,1252,1507,3895,4278,8010,8238,2181093,3561080,8,85264,4761,2141,2001111,138.7,14688,601519417,DGOH18,"466,65"
1036,240,117,3507,290,7,1959,199,316,362,2052,685,274698,387563,6,6155,364,2978,198824,108.34,2283,577311401,Markus_2601,"646,32"
1037,355,0,2768,127,15,870,186,424,511,1260,950,61591,249993,3,8739,181,1010,120726,52.17,665,620344391,DavudLek,"44,11"
1038,4238,0,15959,447,30,2154,690,1671,1485,5280,3186,1890505,2325668,8,26290,2439,3155,1422805,315.11,1647,621135540,deathgun_v,"1085,01"
1040,1002,0,5889,155,24,854,228,551,577,2112,1152,132023,230367,6,16939,541,765,178932,65.28,1171,508561637,kantabru,"276,47"
1041,6464,278,27225,286,62,1580,1800,4050,4768,6882,8880,3997067,4716507,7,57974,4039,3950,2539697,162.0,18549,521204218,marder_gunner,"607,00"
1042,36577,230,180966,446,570,2224,9239,19835,21139,41340,41544,36719840,43196767,9,299942,27552,8090,18533101,324.91,68477,595035287,vilnemisto,"1007,26"
1043,466,3,3161,387,15,1839,120,336,313,597,664,329109,254834,8,4972,631,2984,257117,92.38,2382,595883272,Bonuardo_o,"1040,33"
1044,4342,1688,40870,503,98,2118,2373,3920,3753,6741,7771,5873528,4263651,7,69778,5729,4803,3909750,153.69,25063,601019167,amaya2,"1033,65"
1045,2218,0,14867,382,29,1861,541,994,759,3325,1782,828599,557708,8,24899,2428,2290,680423,109.32,11432,513787294,Soldier_CCCP,"1685,16"
1047,1316,0,29467,321,4,1260,113,261,287,821,552,140587,114238,6,59699,512,2502,177154,72.57,13342,612800639,piratpiratik1,"1168,83"
1048,768,0,4631,237,12,1063,224,477,465,2603,954,261702,362603,7,8031,652,2031,225707,104.03,2326,502564563,donkixotis,"621,59"
1049,14662,321,44262,409,169,2194,2896,6596,7128,16651,13893,6700177,11373078,7,69182,6082,4054,5688160,267.99,24377,604787798,flamedragon_1491628,"561,69"
1050,78017,325,262800,438,447,2447,12421,28142,26641,50628,55230,49577032,49481368,9,419772,43319,8076,24200985,344.69,188278,597250014,kochuk1979,"1231,37"
1051,5639,1937,24437,286,138,1652,3504,5860,7601,14807,13599,2917833,7757555,5,56605,3410,2892,3892524,125.62,15842,508709509,Francisdrake14,"118,67"
1052,597,0,3901,275,4,1274,193,389,359,1272,752,151968,259756,7,7155,435,1623,206600,85.57,2298,538324051,MaciejDrumm,"459,36"
1053,752,0,7931,162,12,948,90,370,399,349,781,76707,168205,4,22768,308,722,126680,63.73,3847,630307156,RenamedUser_39090984,"183,92"
1054,51780,554,243961,659,508,2982,11108,21880,19530,46919,41918,60729408,48680435,9,353710,38880,8231,27635789,467.46,183421,621821283,Andas_Jr,"1661,51"
1055,516,0,4020,204,12,875,292,484,478,1041,974,199306,267450,6,8388,610,946,198385,130.52,495,500470911,jachura393,"479,93"
1056,1766,47,7775,219,30,1424,524,1249,1482,4003,2761,578025,1417508,6,19104,890,2624,605681,136.4,4134,600024940,D1415_92669084,"251,76"
1057,1938,0,12134,229,16,1369,545,1183,1229,2828,2428,742531,816430,8,22943,1575,438,557167,34.99,126,621128636,RenamedUser_7455937,"688,03"
1058,16958,146,69808,248,194,1635,3619,9583,10607,24873,20384,6037952,10644550,8,170262,9452,4463,5052697,176.39,34224,506688433,Esanator,"410,17"
1059,3656,4,26359,292,103,1708,1915,2815,2987,13113,5905,2977430,3084834,8,42447,3789,2738,1725538,220.44,957,502019736,Gabri_11,"804,75"
1060,424,792,2584,202,7,1018,467,777,948,1567,1732,407023,492757,4,9036,619,1887,349503,51.64,1850,548860992,ALOLO276,"242,46"
1061,1055,0,7812,192,18,1264,250,614,696,2504,1328,210963,376330,5,20733,576,2339,254423,77.41,4317,521943806,AngsieLaLa,"324,77"
1062,2350,0,10919,267,40,1639,526,1275,1617,2597,2932,732123,2176451,7,22849,912,2947,782583,188.59,6538,625148333,Odessa_Mama13,"191,58"
1063,28407,827,161215,494,377,2286,7202,14439,14243,11503,29059,32944135,30883571,9,240273,22330,11564,14349271,386.58,111289,632761819,bokosh_66979814,"1358,48"
1064,29014,1149,183658,728,334,2645,10818,15989,13837,9137,30160,43785606,26137777,12,299040,28932,9127,21953605,390.14,126657,516464290,Onu_Heino,"1792,48"
1065,33638,28,159663,391,282,2010,6976,16075,17103,35958,33460,17557975,27272404,9,226237,21620,6764,13076068,285.56,103663,604122300,Arowdefens,"749,77"
1066,753,0,4054,288,6,1209,115,303,337,777,646,205921,339538,5,6295,290,1517,185761,150.96,2237,585415607,SlavtheChav,"712,00"
1067,1984,459,14413,269,31,1301,933,1695,1929,3661,3655,1303493,1832654,6,26100,1745,3433,983047,121.99,7539,629013461,Volvo_edition,"511,95"
1068,8572,399,45357,370,119,2024,2341,5073,5273,6927,10465,6379828,8952520,8,70920,5807,5517,3869442,246.57,28542,551882049,younus_punisher,"761,26"
1069,2344,42,9882,265,20,1970,443,1303,1482,2482,2805,864586,1573487,7,19456,1221,3416,742033,152.09,5939,631687237,mr_ky3eHbka,"427,59"
1070,2650,41,18603,347,37,1860,979,1745,1885,4781,3667,1664416,2170552,7,32219,1994,4989,1272716,173.44,11588,541720426,Seijin5,"705,80"
1071,6968,0,36122,378,93,1746,2357,4583,5227,7975,9903,4313281,7580591,7,52931,4634,4225,3746777,220.09,20626,623694127,VitaliyLion,"506,67"
1072,968,0,10899,246,19,1212,749,1457,1700,2501,3176,957911,1676292,6,18891,1510,2749,780275,122.91,5136,509154958,maestroba,"390,40"
1074,12729,569,60961,369,135,1985,3128,7112,7710,13415,14957,10533041,14970644,10,101284,8262,6502,5515755,284.08,39392,512831445,krystian120,"764,99"
1075,2411,30,12066,341,23,2058,608,1184,1221,2271,2428,911077,1088404,6,18304,1504,3176,828781,178.28,7760,512347083,NOR_Spitfire,"696,15"
1076,2335,123,14045,697,43,2202,702,1187,1154,1654,2384,2878222,2732274,8,20878,2220,5238,1662289,438.99,9977,636048173,Lcold1993,"1407,79"
1078,32266,0,166618,575,411,3011,8036,14088,13082,34695,27581,32362067,28842213,9,269582,26458,7712,15862291,505.18,51239,656808321,Rigus79_874434,"1560,35"
1080,64891,2211,272500,452,586,2539,12346,27539,25715,65859,53840,50932535,48485624,10,394027,44862,7752,24311498,331.51,138037,596197517,mehvod1945,"1357,21"
1081,1236,43,8244,241,19,1208,454,997,1127,4369,2143,636378,1038830,6,14997,978,3136,515747,110.01,3902,505881171,LucasSilver77,"436,73"
1082,1169,0,3267,603,16,2210,136,293,294,732,603,453717,519796,5,4664,412,3780,363546,619.21,2376,595363412,OtamaN_VSP,"1222,42"
1083,380,0,3039,144,6,690,126,299,392,1250,697,66457,154881,4,8931,220,814,100544,53.7,1653,623501698,RenamedUser_17484238,"115,47"
1084,133624,1167,587768,815,933,2828,28545,48629,35696,131828,85258,134847897,86911656,11,833387,102578,8458,69512927,613.73,383794,508240744,ChaosBreed77,"2302,69"
1085,10125,487,46437,513,84,2174,1860,4432,4423,4300,8939,7631024,7851509,8,79411,6270,6827,4584147,290.43,28388,525764931,Patrik_Cro,"1199,95"
1086,1225,0,8750,246,6,968,135,329,307,462,642,116593,118377,8,20518,661,1193,157827,67.41,4869,537614893,Kaja0,"670,14"
1087,233,0,1241,89,15,351,120,235,256,224,506,14117,59296,3,11652,67,0,45105,0.0,0,620521956,RenamedUser_5798092,"56,74"
1089,143,0,1216,117,10,538,147,266,294,573,570,46833,70401,4,4602,227,581,66719,21.36,613,511088655,spaarvarkentje1987,"162,04"
1090,647,0,983,217,9,973,68,278,279,572,566,35180,171413,3,2578,69,1020,122540,89.95,595,628080552,RenamedUser_30309972,"85,53"
1091,11082,1694,51047,406,168,1942,3482,7335,8321,12197,15824,7482567,11251575,9,90562,6708,4211,6427916,195.07,26191,601133521,tanksdeath_6963572,"503,40"
1092,5653,219,39895,362,37,2013,1112,3032,3076,1368,6145,4293181,4724710,9,63793,3635,5228,2226519,194.67,24433,543387311,pan_da_,"970,62"
1093,591,0,4265,171,6,694,196,450,463,2476,919,107832,243551,5,7372,367,791,156927,65.12,2259,532547345,BZHtonyFR,"219,65"
1094,703,0,3641,219,7,1062,154,420,440,796,867,186872,242810,7,7042,519,1031,189646,102.66,1341,509826538,FabioFE97,"535,46"
1095,486,0,3686,228,6,1121,243,533,592,1365,1131,246312,536454,5,6968,442,1772,257610,91.09,2310,539448544,Turkish_Samurai,"295,41"
1096,9364,54,49233,351,144,1902,2084,5987,6795,10113,12926,7538117,11953434,7,76261,5703,5232,4538329,186.19,32435,525787634,Davido_Zidanum,"661,71"
1097,8120,74,23827,242,74,1717,1077,3350,4041,5324,7465,1876917,4448669,7,44551,2310,3939,1805805,141.61,14012,627304928,Igor_Petrovich_57,"277,39"
1098,43225,588,267642,592,785,3145,14002,24838,22347,39917,47970,75412408,59393783,10,404284,45338,10357,28386151,402.48,157589,596271214,Mr_yorqinbek,"1661,73"
1099,3157,0,16902,294,93,1445,929,2384,2875,4767,5352,2040746,4797065,5,30310,2030,2927,1575413,169.37,8686,634608675,DedDomased,"386,19"
1100,2392,0,12831,150,50,817,540,1439,1640,3250,3129,369336,751775,7,39372,1154,1381,468067,82.27,578,502206080,tunin,"150,81"
1101,3423,0,23242,346,72,2026,1599,2894,3036,10065,6002,2911357,3316049,8,39602,3729,2891,2076801,209.73,1971,621965511,NextImperator,"764,23"
